stateCode,facilityName,facilityId,unitId,associatedStacks,year,countOpTime,sumOpTime,grossLoad,steamLoad,so2Mass,so2Rate,co2Mass,co2Rate,noxMass,noxRate,heatInput,primaryFuelInfo,secondaryFuelInfo,unitType,so2ControlInfo,noxControlInfo,pmControlInfo,hgControlInfo,programCodeInfo
NY,Edgewood Energy,55786,CT01,,2021,2242,1826.9,78579.09,,0.239,0.001,47244.749,0.0592,3.668,0.017,794973.591,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Edgewood Energy,55786,CT02,,2021,1838,1488.39,62766.63,,0.193,0.001,38145.482,0.0592,2.791,0.0159,641884.201,Pipeline Natural Gas,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Shoreham Energy,55787,CT01,,2021,473,341.68,13624.84,,0.034,0.0005,10483.142,0.081,2.876,0.0755,129204.004,Diesel Oil,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Shoreham Energy,55787,CT02,,2021,404,286.54,11532.17,,0.029,0.0005,9051.763,0.081,2.194,0.0659,111547.12,Diesel Oil,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
PA,"Marcus Hook Energy, LP",55801,0001,,2021,6822,6756.07,1774470.84,,3.612,0.001,715967.595,0.059,60.58,0.0116,12047498.657,Pipeline Natural Gas,Other Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,"Marcus Hook Energy, LP",55801,0002,,2021,6503,6443.63,1698793.05,,3.5,0.001,693586.978,0.059,62.9,0.0127,11670957.645,Pipeline Natural Gas,Other Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,"Marcus Hook Energy, LP",55801,0003,,2021,7592,7551.17,2002715.87,,4.075,0.001,807230.902,0.059,71.473,0.0116,13583185.275,Pipeline Natural Gas,Other Gas,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
WI,Island Street Peaking Plant,55836,1A,,2021,591,459.15,5831.57,,0.024,0.001,4851.465,0.0593,4.214,0.1073,81638.289,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Island Street Peaking Plant,55836,1B,,2021,589,453.16,5929.68,,0.023,0.001,4640.109,0.0594,3.745,0.0994,78077.116,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IL,Prairie State Generating Station,55856,01,,2021,7835,7821.92,6486779.64,,5181.823,0.1644,6722394.993,0.103,2078.391,0.0656,65520450.733,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction,"Electrostatic Precipitator,Wet ESP",Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Prairie State Generating Station,55856,02,,2021,8449,8438.65,7118008.52,,5355.495,0.1645,6869270.052,0.1029,2043.216,0.0625,66951912.658,Coal,,Dry bottom wall-fired boiler,Wet Lime FGD,Selective Catalytic Reduction,"Electrostatic Precipitator,Wet ESP",Untreated PAC Sorbent Injection,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
IL,Rockford II Energy Center,55936,U1,,2021,1321,1181.38,169263.16,,0.513,0.001,101663.435,0.059,48.867,0.0664,1710671.024,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
NJ,Ocean Peaking Power,55938,OPP3,,2021,701,630.42,99316.88,,0.31,0.001,61446.978,0.0591,16.749,0.0404,1033957.417,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NJ,Ocean Peaking Power,55938,OPP4,,2021,785,703.07,110151.16,,0.346,0.001,68597.341,0.0592,18.483,0.0396,1154292.21,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Warren County Power Station,55939,1A,,2021,6262,6245.77,2391713.42,,4.885,0.001,967760.727,0.059,52.497,0.0079,16284349.991,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Warren County Power Station,55939,1B,,2021,6196,6185.83,2373483.55,,4.829,0.001,956618.034,0.059,46.1,0.006,16096911.968,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Warren County Power Station,55939,1C,,2021,6550,6540.63,2477629.62,,5.1,0.001,1010246.976,0.059,48.103,0.0058,16999307.037,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,"Hawkeye Energy Greenport, LLC",55969,U-01,,2021,801,667.95,31528.29,,0.161,0.001,26808.199,0.081,4.275,0.0457,330392.356,Diesel Oil,,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
PA,Hunterstown Combined Cycle,55976,CT101,,2021,7399,7373.87,1275187.32,,4.112,0.001,814580.945,0.059,27.253,0.0043,13706932.647,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Hunterstown Combined Cycle,55976,CT201,,2021,7038,6982.73,1225384.94,,3.929,0.001,778312.797,0.059,42.543,0.007,13096700.995,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
PA,Hunterstown Combined Cycle,55976,CT301,,2021,7319,7279.2,1257588.65,,4.099,0.001,812013.103,0.059,24.16,0.0042,13663674.178,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1"
IA,Exira Station,56013,U-1,,2021,1773,1507.37,43520.79,,1.516,0.0062,27907.421,0.0616,22.979,0.1098,449173.564,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Exira Station,56013,U-2,,2021,1699,1439.79,41880.76,,1.515,0.0065,27041.393,0.0617,23.106,0.1142,434559.267,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
IA,Exira Station,56013,U-3,,2021,1695,1431.97,41106.33,,1.341,0.006,26452.762,0.0615,21.866,0.1119,427246.227,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
AL,AMEA Sylacauga Plant,56018,1,,2021,565,565.0,26556.0,,0.084,0.001,15256.9,0.059,10.865,0.084,258753.5,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AL,AMEA Sylacauga Plant,56018,2,,2021,565,565.0,26539.0,,0.084,0.001,15385.4,0.059,11.089,0.085,260885.7,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
WI,Fox Energy Center,56031,CTG-1,,2021,7482,7450.78,2083808.35,,4.276,0.001,846927.668,0.059,58.169,0.0086,14251135.878,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection (Retired Sep 30, 2021),Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Fox Energy Center,56031,CTG-2,,2021,7766,7723.3,2166419.91,,4.387,0.001,869667.902,0.059,59.427,0.0085,14633824.791,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection (Retired Sep 30, 2021),Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG2, CSSO2G1"
NY,Equus  Power I,56032,0001,,2021,2258,1794.69,82338.27,,0.28,0.0011,48729.506,0.0593,5.491,0.0316,819101.058,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
WI,Elm Road Generating Station,56068,1,,2021,5976,5970.92,3713220.2,,261.714,0.0159,3434364.119,0.1045,1026.555,0.0639,32761046.089,Coal,"Liquified Petroleum Gas, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,"Baghouse,Wet ESP",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
WI,Elm Road Generating Station,56068,2,,2021,7553,7548.18,4452050.26,,314.94,0.0152,4316825.684,0.1047,1314.182,0.0649,41174003.68,Coal,"Liquified Petroleum Gas, Pipeline Natural Gas",Dry bottom wall-fired boiler,Wet Limestone,Selective Catalytic Reduction,"Baghouse,Wet ESP",,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS"
LA,T J Labbe Electric Generating Station,56108,U-1,,2021,602,504.46,12311.16,,0.041,0.001,8084.218,0.0593,6.232,0.0973,136017.176,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSOSG3"
LA,T J Labbe Electric Generating Station,56108,U-2,,2021,628,526.66,12831.92,,0.042,0.001,8349.829,0.0593,6.292,0.0958,140509.295,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSOSG3"
MO,South Harper Peaking Facility,56151,1,,2021,359,320.61,27063.21,,0.101,0.001,20028.338,0.0603,9.044,0.0559,337011.444,Pipeline Natural Gas,,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,South Harper Peaking Facility,56151,2,,2021,299,262.59,21375.05,,0.078,0.0009,15438.569,0.0656,7.13,0.0563,259762.684,Pipeline Natural Gas,,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
MO,South Harper Peaking Facility,56151,3,,2021,297,262.85,21690.11,,0.085,0.001,16795.54,0.0592,7.715,0.0571,282621.465,Pipeline Natural Gas,,Combustion turbine,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Sheboygan Falls Energy Facility,56166,1,,2021,1216,1119.31,156663.05,,0.524,0.001,103737.09,0.0591,27.367,0.0369,1745558.928,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Sheboygan Falls Energy Facility,56166,2,,2021,1636,1473.83,208980.06,,0.698,0.001,138248.862,0.059,38.033,0.0406,2326301.056,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
NY,Pinelawn Power,56188,00001,,2021,1814,1700.08,106743.73,,0.262,0.0011,51563.29,0.059,3.278,0.009,871841.796,Pipeline Natural Gas,Other Oil,Combined cycle,,"Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Poletti 500 MW CC,56196,CTG7A,,2021,6703,6605.83,1401880.47,,3.052,0.0011,580949.611,0.0591,37.039,0.0103,9762250.344,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Poletti 500 MW CC,56196,CTG7B,,2021,6836,6746.92,1393941.67,,8.495,0.002,593768.004,0.0591,42.318,0.0113,9981317.422,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,Caithness Long Island Energy Center,56234,0001,,2021,8264,8256.07,2569498.77,,5.204,0.001,1030574.715,0.059,52.312,0.0061,17335339.534,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Ammonia Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,"Empire Generating Co, LLC",56259,CT-1,,2021,7516,7481.52,1796934.1,,3.856,0.001,763678.853,0.059,45.209,0.0081,12849676.076,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
NY,"Empire Generating Co, LLC",56259,CT-2,,2021,7491,7449.97,1795187.9,,3.844,0.001,761331.717,0.059,43.263,0.0076,12810616.833,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
LA,Hargis-Hebert Electric Generating Statio,56283,U-1,,2021,794,672.34,17313.17,,0.056,0.001,11180.004,0.0593,8.607,0.0963,188128.76,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSOSG3"
LA,Hargis-Hebert Electric Generating Statio,56283,U-2,,2021,766,642.77,16872.1,,0.055,0.001,10856.4,0.0593,8.356,0.0976,182702.44,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSOSG3"
TX,Mustang Station (56326),56326,GEN1,,2021,1289,1207.51,144778.75,,0.457,0.001,90505.543,0.059,21.223,0.0326,1522930.93,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Mustang Station (56326),56326,GEN2,,2021,1159,1083.21,129583.84,,0.413,0.001,81828.33,0.059,19.526,0.0332,1376933.773,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Mustang Station (56326),56326,GEN3,,2021,1225,1159.75,138337.96,,0.473,0.001,93693.577,0.059,22.205,0.032,1576565.541,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
AR,Harry D. Mattison Power Plant,56328,1,,2021,299,281.06,22170.38,,0.079,0.001,15773.3,0.059,8.174,0.1187,267369.4,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
AR,Harry D. Mattison Power Plant,56328,2,,2021,347,329.35,25218.29,,0.097,0.001,18867.8,0.059,8.532,0.1012,319754.5,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
AR,Harry D. Mattison Power Plant,56328,3,,2021,162,144.57,10053.77,,0.035,0.0009,7095.3,0.059,7.822,0.2204,120231.3,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
AR,Harry D. Mattison Power Plant,56328,4,,2021,211,189.17,12890.21,,0.048,0.0009,9572.7,0.0589,12.468,0.2358,162258.3,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Quail Run Energy Center,56349,CT1A,,2021,2131,1961.4,173177.15,,0.456,0.001,90231.749,0.059,19.504,0.0348,1518342.271,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Quail Run Energy Center,56349,CT1B,,2021,1790,1619.38,151838.1,,0.392,0.001,77663.284,0.059,13.592,0.0318,1306889.795,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Quail Run Energy Center,56349,CT2A,,2021,1382,1261.93,106943.9,,0.293,0.001,58022.588,0.0591,16.696,0.0427,976369.335,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Quail Run Energy Center,56349,CT2B,,2021,1065,954.17,85091.13,,0.23,0.001,45563.111,0.0591,7.851,0.0285,766708.604,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Colorado Bend Energy Center,56350,CT1A,,2021,5142,5001.7,525573.21,,1.313,0.001,260095.535,0.059,35.702,0.0196,4376614.762,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Colorado Bend Energy Center,56350,CT1B,,2021,5181,5065.68,542173.15,,1.349,0.001,267273.073,0.059,34.836,0.0201,4497405.066,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Colorado Bend Energy Center,56350,CT2A,,2021,5690,5572.8,595181.75,,1.439,0.001,285097.727,0.059,34.378,0.017,4797320.88,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Colorado Bend Energy Center,56350,CT2B,,2021,5155,5048.93,524344.15,,1.266,0.001,250848.65,0.059,28.721,0.0163,4220993.667,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
PA,Hunlock Unit 4,56397,4,,2021,885,775.7,36256.16,,0.102,0.001,20115.489,0.0592,14.952,0.0953,338463.979,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
AR,Plum Point Energy Station,56456,1,,2021,6947,6930.86,4417857.76,,2806.579,0.1301,4500339.526,0.105,1721.975,0.0796,42910663.382,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,"Low NOx Burner Technology (Dry Bottom only),Selective Catalytic Reduction",Baghouse,Untreated PAC Sorbent Injection,"ARP, CSOSG2, MATS"
WI,Marshfield Utilities Combustion Turbine,56480,1A,,2021,210,175.03,3646.48,,0.012,0.001,2410.305,0.0602,1.828,0.0923,40122.765,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
WI,Marshfield Utilities Combustion Turbine,56480,1B,,2021,210,172.98,3503.24,,0.012,0.001,2407.24,0.0603,1.634,0.0827,40064.56,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G1"
KS,Emporia Energy Center,56502,EEC1,,2021,1161,1010.93,25079.17,,0.094,0.001,18610.564,0.0593,14.017,0.0996,313141.095,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC2,,2021,1787,1574.08,36221.51,,0.137,0.001,27145.923,0.0593,20.35,0.0986,456756.794,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC3,,2021,1418,1226.4,26931.76,,0.104,0.001,20686.498,0.0593,15.636,0.1008,348104.5,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC4,,2021,1967,1746.13,37073.13,,0.145,0.001,28750.386,0.0593,21.826,0.0996,483810.017,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC5,,2021,788,694.39,68943.1,,0.253,0.001,50021.496,0.0591,14.915,0.0464,841716.432,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC6,,2021,664,579.57,57874.88,,0.213,0.001,42189.014,0.059,13.299,0.0497,709905.317,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
KS,Emporia Energy Center,56502,EEC7,,2021,764,663.26,69581.93,,0.247,0.001,48866.335,0.059,15.35,0.0502,822263.769,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSNOX, CSOSG2, CSSO2G2"
AR,City Water & Light - City of Jonesboro,56505,SN04,,2021,182,182.0,4321.0,,0.015,0.0008,2870.5,0.0591,2.117,0.0869,48660.3,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSOSG2"
AR,City Water & Light - City of Jonesboro,56505,SN06,,2021,379,379.0,10844.0,,0.037,0.0008,7058.7,0.0589,6.759,0.1131,119630.7,Pipeline Natural Gas,Diesel Oil,Combustion turbine,,Water Injection,,,"ARP, CSOSG2"
AR,City Water & Light - City of Jonesboro,56505,SN07,,2021,479,479.0,15362.0,,0.05,0.0008,9552.0,0.0588,6.72,0.0833,161921.5,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSOSG2"
KY,Paducah Power Systems Plant 1,56556,EU01A,,2021,620,465.5,9662.46,,0.033,0.001,6530.665,0.0594,5.221,0.1262,109860.38,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU01B,,2021,638,471.43,10616.18,,0.036,0.001,7188.785,0.0593,5.656,0.1139,120961.576,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02A,,2021,702,534.82,11736.63,,0.04,0.001,7849.666,0.0593,6.198,0.1334,132090.883,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
KY,Paducah Power Systems Plant 1,56556,EU02B,,2021,687,524.72,12080.83,,0.041,0.001,8059.97,0.0593,7.061,0.22,135625.388,Pipeline Natural Gas,,Combustion turbine,,Water Injection,,,"ARP, CSNOX, CSOSG3, CSSO2G1"
AR,John W. Turk Jr. Power Plant,56564,SN-01,,2021,6578,6559.01,3630798.54,,579.344,0.0367,3395130.91,0.105,719.418,0.0486,32371558.151,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,"Low NOx Burner Technology w/ Overfire Air,Selective Catalytic Reduction",Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS"
TX,San Jacinto County Peaking Facility,56603,SJCCT1,,2021,1484,1297.3,75551.48,,0.294,0.001,58235.562,0.059,13.382,0.0361,979912.562,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,San Jacinto County Peaking Facility,56603,SJCCT2,,2021,1652,1455.84,94266.5,,0.353,0.001,69910.622,0.059,16.693,0.0358,1176351.986,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Hardin County Peaking Facility,56604,HCCT1,,2021,269,230.93,14112.22,,0.053,0.001,10509.136,0.059,2.863,0.0401,176832.09,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Hardin County Peaking Facility,56604,HCCT2,,2021,238,203.61,12194.16,,0.046,0.001,9181.962,0.059,2.601,0.041,154503.75,Pipeline Natural Gas,,Combustion turbine,,Dry Low NOx Burners,,,"ARP, CSOSG2"
TX,Sandy Creek Energy Station,56611,S01,,2021,7750,7734.75,5719354.24,,2842.38,0.1059,5933889.597,0.1041,1311.555,0.0457,56670751.228,Coal,,Dry bottom wall-fired boiler,Dry Lime FGD,Selective Catalytic Reduction,Baghouse,Halogenated PAC Sorbent Injection,"ARP, CSOSG2, MATS"
WV,Longview Power,56671,001,,2021,8056,8047.39,6146388.72,,2196.223,0.0851,5255807.202,0.103,1593.856,0.0638,51226202.146,Coal,,Dry bottom wall-fired boiler,"Other,Wet Limestone","Low NOx Burner Technology w/ Overfire Air,Selective Catalytic Reduction",Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS"
TX,Winchester Power Park,56674,1,,2021,784,648.55,19298.32,,0.052,0.001,10384.695,0.0593,0.956,0.0161,174734.423,Pipeline Natural Gas,,Combustion turbine,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
TX,Winchester Power Park,56674,2,,2021,711,597.41,17693.64,,0.051,0.001,10006.674,0.0593,0.661,0.0134,168364.863,Pipeline Natural Gas,,Combustion turbine,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
TX,Winchester Power Park,56674,3,,2021,707,590.18,17307.99,,0.048,0.001,9428.239,0.0592,0.925,0.0228,158644.325,Pipeline Natural Gas,,Combustion turbine,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
TX,Winchester Power Park,56674,4,,2021,672,569.08,17087.9,,0.046,0.001,9191.845,0.0589,0.733,0.0157,154664.59,Pipeline Natural Gas,,Combustion turbine,,Selective Catalytic Reduction,,,"ARP, CSOSG2"
TX,Cedar Bayou 4,56806,CBY41,,2021,5190,5125.85,704926.69,,2.429,0.001,481224.369,0.059,44.204,0.0124,8097536.474,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
TX,Cedar Bayou 4,56806,CBY42,,2021,5352,5288.32,723694.31,,2.485,0.001,492262.232,0.059,44.997,0.0124,8283287.649,Pipeline Natural Gas,,Combined cycle,,"Dry Low NOx Burners,Selective Catalytic Reduction",,,"ARP, CSOSG2"
VA,Bear Garden Generating Station,56807,1A,,2021,5886,5876.73,1548490.2,,3.243,0.001,642415.587,0.0593,43.425,0.0088,10773281.477,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Bear Garden Generating Station,56807,1B,,2021,6312,6303.97,1608709.3,,3.479,0.001,689288.34,0.0593,42.982,0.0083,11552722.934,Pipeline Natural Gas,Diesel Oil,Combined cycle,,"Dry Low NOx Burners,Water Injection,Selective Catalytic Reduction",,,"ARP, CSNOX, CSOSG3, CSSO2G1, RGGI"
VA,Virginia City Hybrid Energy Center,56808,1,,2021,2778,2774.21,,4241318.82,62.047,0.0202,648188.916,0.1026,195.345,0.0633,6308179.876,Coal,"Coal Refuse, Wood",Circulating fluidized bed boiler,"Dry Lime FGD,Fluidized Bed Limestone Injection",Selective Non-catalytic Reduction,Baghouse,,"ARP, CSNOX, CSOSG3, CSSO2G1, MATS, RGGI"
